"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-EE-A17Y-06A-11R-A18T-07",0,0.0185043460819062,0.00544590790293843,0,0,0.0730612832248697,0,0.00934987222049279,0.061282297737652,0,0.152597864115531,0,0,0.619709970943945,0,0,0,0,0,0.059781062152841,0.000267395619824196,0,0.01,0.323028932427493,1.00006508329499
"TCGA-DA-A95V-06A-11R-A37K-07",0.0728700470871973,0,0.166791405924733,0.213455156842876,0,0.0806931325841675,0,0.0441959681695491,0.0843667504369913,0,0.0692639983972706,0,0.013615634340455,0.117200303002264,0.0595933897264498,0.0779542134880456,0,0,0,0,0,0,0,0.405126972616392,0.916293657591533
"TCGA-D3-A2JD-06A-11R-A18T-07",0.367578404187011,0,0.108297010856113,0.0852413186423619,0,0.108914387826339,0,0.0292489895103026,0.0982527555462544,0,0.062206778555825,0,0.0154899215537996,0.0708839981389988,0.00347465529314409,0.0504117798898509,0,0,0,0,0,0,0,0.476249166106578,0.884706913940872
"TCGA-D3-A5GR-06A-11R-A27Q-07",0.100267543114491,0.117175286065057,0.105147437918607,0.0574345394917483,0,0.169385905458364,0.011191875031091,0.00971321284129269,0.00909497257398034,0,0.0827462477357658,0,0.00756794926264521,0.204298990311242,0.0562455408053916,0.0663623995171337,0,0,0,0.00336809987319047,0,0,0,0.432484539201686,0.901203470966305
"TCGA-D3-A3MR-06A-11R-A21D-07",0.0497406245848864,0,0.110480636128177,0.266118871102531,0,0,0.0355001554173418,0.0661007040019409,0.0836763625304159,0,0.0908563492009475,0,0.0204910160530002,0.136806108825023,0.0875187952274108,0.0527103769283255,0,0,0,0,0,0,0.01,0.266645680367689,0.985182298056213
"TCGA-D3-A51F-06A-11R-A266-07",0.0270806618326059,0,0.0157281871795288,0.387492538633823,0,0.0282343932562056,0,0.0755241765711284,0.103655263859834,0,0.0639882606082899,0.0333542420882442,0.0362375696075929,0,0.0633056207077594,0.146919549744381,0.00473991295177302,0,0.0137396229588346,0,0,0,0.02,0.265316432238275,1.00182233091732
"TCGA-EE-A29X-06A-11R-A18T-07",0.0279175882582371,0,0.110458145277808,0.112371678633891,0.0251323650736205,0,0.0147228091596311,0,0.0280803946103682,0,0.0378414243651317,0.0219610392773737,0,0.141223334405528,0.0269172086062219,0.320710213209199,0.0596231426876024,0,0.0730406564353872,0,0,0,0.03,0.226131756624832,0.993084883734236
"TCGA-D3-A1Q3-06A-11R-A18T-07",0.206965682758092,0,0.028323749609503,0.186533556762566,0,0.224662885674606,0.0154223324950244,0.00974621235942733,0.0328428201628426,0,0.070859889591176,0,0.0288272909966732,0.0207761928448536,0.0481895097326863,0.12684987701255,0,0,0,0,0,0,0.03,0.231652736612872,1.00547751431574
"TCGA-GN-A9SD-06A-11R-A40A-07",0.226151994177736,0,0.0574037840178411,0.173641165711384,0,0.19982164526495,0.0199228290710991,0,0.0555595506206194,0,0.0416410342831661,0,0.0356141007369114,0.0302448135831849,0.0637874362804829,0.096046785514091,0.00016486073853348,0,0,0,0,0,0,0.364300623055272,0.939006240651943
"TCGA-FS-A1ZW-06A-12R-A18T-07",0.0341470385691673,0,0.504442632787377,0.0851624964482957,0,0.0917894458138478,0.0191101814445301,0.0122618291665061,0,0,0.0131494784026524,0,0.00529407404360783,0.00851486273634305,0.0353204426440572,0.173271087702661,0,0,0,0,0.017536430240954,0,0,0.638592342156409,0.77098861873457
"TCGA-FS-A4F8-06A-11R-A266-07",0.206018439784262,0,0.0561729860305942,0.134845563805327,0,0.273925958026721,0.0172843468374691,0,0.0301947841901955,0,0.0920452795633949,0,0.0383096468717599,0.0373842883725439,0.0354534565871639,0.0783652499305686,0,0,0,0,0,0,0,0.36170779563273,0.940853685718346
"TCGA-W3-A825-06A-11R-A352-07",0.118643418947951,0,0.0223394264305887,0.160641217266081,0,0.172810093510921,0,0.0290977411340186,0.000384568953793982,0,0.0876609889136207,0,0.0254854277988892,0.141424439665356,0.0278894290356441,0.203897633288821,0,0,0,0.00972561505431394,0,0,0.02,0.245398307703536,0.988501226267905
"TCGA-D3-A8GQ-06A-11R-A37K-07",0.073379084025093,0,0.224536475775805,0.056438063084862,0,0.0575591333556894,0.0140984568222201,0.000880945803670261,0.0187992693083363,0,0.0605236903228676,0,0,0.330985589687931,0.0102407583074077,0.135722369855066,0,0,0,0.0168361636510507,0,0,0,0.386615403295942,0.931829981919729
"TCGA-EE-A3JA-06A-11R-A20F-07",0.0605102514034432,0,0.0986330116493781,0.119138201066971,0,0.22845808630289,0.0273122211335628,0.0416227504982024,0,0,0.00181333333024764,0,0.0464250367625215,0,0.025924296340621,0.315773129220655,0.0101942999711675,0,0.0170259879302612,0,0,0.00716939439007816,0.04,0.206688315299594,1.00103070257664
"TCGA-GF-A6C9-06A-11R-A311-07",0.129536740932066,0,0.0838472705254947,0.0555679887317514,0,0.1300075018661,0.01720508936334,0.000180608595388286,0,0,0.0889502336053647,0,0,0.266190911423522,0.0475379352602864,0.17707570963424,0,0,0.00390001006244772,0,0,0,0,0.443382335683472,0.895410924545786
"TCGA-ER-A19A-06A-21R-A18U-07",0.016872859041735,0.00112771178012354,0,0.115272266866036,0,0.106679731223645,0.0172106484542232,0.0730190532734534,0.0280977327406984,0,0.0819924742332163,0,0.0359758343304053,0.222864465603109,0.075408639197614,0.196691948295931,0,0,0.0287866349598105,0,0,0,0,0.493850414417256,0.869372928396699
"TCGA-EE-A2GE-06A-11R-A18T-07",0.0176439162211956,0,0.114710424419149,0.185844772663825,0,0.115820960147126,0.0129885383100959,0.0190532412468907,0.0640413788952214,0,0.0782261123506033,0,0.0726955193477749,0.108146186635801,0.0460773755478379,0.160901742806208,0,0,0,0.00384983140827087,0,0,0.03,0.233775099836654,0.991340652902066
"TCGA-D3-A51H-06A-12R-A266-07",0.452654221486937,0.0460084269127673,0.101413131300079,0.0548635112434979,0.0161287344727346,0.111514084018795,0.028590162795927,0,0.00667597893439682,0,0.0774908558766575,0,0,0.0469280145484493,0.0261208390257369,0.0221407217705146,0,0,0,0.00947131761350595,0,0,0,0.678043186119781,0.73459732298745
"TCGA-W3-AA1W-06A-11R-A38C-07",0.0282865852029741,0,0.0139040802014053,0.345337250005879,0,0.0367125698310481,0.015755501872137,0.0569787520517223,0.0924903431792474,0,0.132857968626908,0,0.0300368854909155,0.0306448981088343,0.0922249406320669,0.119161103936422,0.00560912086044024,0,0,0,0,0,0.02,0.246023735640188,1.01053402446256
"TCGA-D3-A8GD-06A-11R-A37K-07",0.134462130082335,0,0.0509661262581313,0.178440697277787,0,0.0768536854955904,0.0524019590357357,0,0.0716453870225566,0,0.145580513178666,0,0.047300461260838,0.0957137756887778,0.0861445611816571,0.0604907035179254,0,0,0,0,0,0,0.01,0.279270687294084,0.977011322797241
"TCGA-EE-A2MJ-06A-11R-A18S-07",0.15278662551318,0,0.0273429740059459,0.185144974278444,0,0.0743546195391031,0.0257028762204915,0.0662967125273969,0.0428943497492024,0,0.0625636132848727,0.00581192996839342,0.0446864924021943,0.0690380536989955,0.12762639811854,0.068968617423829,0.0257894082035375,0,0.0209923550658732,0,0,0,0.01,0.30820587697081,0.961648219591634
"TCGA-D3-A51E-06A-11R-A266-07",0,0.0011886599904219,0.135066517662855,0.277516442843203,0,0,0.00984761507816701,0.0929580182810068,0.0514491280104133,0,0.0706089204604626,0,0.0472336954333528,0.111765906106903,0.109782223253867,0.0758983421185847,0,0,0,0,0.0166845307607639,0,0.04,0.210710067922434,1.01012240302086
"TCGA-FW-A5DY-06A-11R-A311-07",0.299343487903639,0.105145132387151,0.0556114459831228,0.0696362735830471,0.107181056111788,0.10359191665912,0.0229090181996625,0,0,0,0.0761266378180468,0,0.015637848299538,0.0284946600681182,0.0399550366610423,0.0763674863257233,0,0,0,0,0,0,0,0.566502249378521,0.823159210652956
"TCGA-D3-A3MO-06A-11R-A21D-07",0,0,0,0,0,0.0768073399544304,0,0.0299475103789352,0.0292962802349489,0,0.0605482656120541,0,0,0.803400603819631,0,0,0,0,0,0,0,0,0,0.56964909593384,0.848696356552967
"TCGA-FS-A1ZC-06A-11R-A18T-07",0,0.0223464780664315,0,0,0,0.121692896412601,0,0,0.0237789178827943,0,0.0594364224070897,0,0,0.56887584582221,0,0.146789507620666,0,0,0,0.0570799317882078,0,0,0,0.412255069401915,0.940096142483624
"TCGA-FS-A1ZS-06A-12R-A18T-07",0.0148089032492938,0,0,0,0,0.0773578706988897,0.00895518397359114,0.00291154920637413,0.00338109119675043,0,0.0533665184213552,0,0,0.405463986556445,0.00757676591026727,0.410080631925459,0,0,0.0028910242530282,0,0.0066508229560999,0.0065556516524469,0,0.36369929570372,0.966613724499461
"TCGA-ER-A3EV-06A-11R-A20F-07",0.0837948734275384,0,0.28245144711813,0.235190465468577,0,0,0,0.0939520758594734,0.00677266806878585,0,0.042890349867141,0.0153145925947367,0.0162385816581992,0.0692840539005718,0.0185976616476671,0.0954166086842539,0.0262659510126072,0,0,0.0138306706923179,0,0,0,0.43422577195101,0.905104410678356
"TCGA-FS-A1ZT-06A-11R-A18U-07",0.00514230351086525,0,0.215136269373138,0.07934536882205,0.0509989173420247,0.137410351014389,0.0538667642956387,0,0.065671513935083,0,0.0767300650125205,0,0,0.134650253246556,0.0797604929065913,0.0172806846955067,0.0397739041171606,0,0,0,0.0442331117284759,0,0,0.334879188671824,0.948848033973404
"TCGA-D3-A2JG-06A-11R-A18T-07",0,0,0.223693471065493,0.182688984292108,0,0.0719478497686211,0,0.0603448717602311,0.0219104850980649,0,0,0,0,0.12355607340589,0.0377211449081534,0.22135154109757,0.00752677823233436,0,0.0214607360125884,0,0.0277980643589452,0,0.01,0.303356222376375,0.963887271943983
"TCGA-HR-A2OG-06A-21R-A18U-07",0.0104321228176728,0,0.360531089393386,0.0199415786725906,0,0.071819832648311,0.00522191317118029,0,0.0300535730533217,0,0.0247548934926626,0,0.0330244042039662,0.294840027280709,0.0191792256069372,0.122548950077331,0,0,0.00765238958193176,0,0,0,0,0.515919707388963,0.858798444566079
"TCGA-FS-A4F4-06A-12R-A266-07",0.00131269336261555,0.00720402668515741,0,0.0884044642189732,0,0,0,0.0456421384740144,0.129677650506795,0,0.053295943361054,0,0,0.538228996511725,0.0121938071262454,0.123813397247972,0,0,0.000226882505447473,0,0,0,0.01,0.27749909216551,1.01595847589091
"TCGA-FS-A1ZH-06A-11R-A18T-07",0.114137069798301,0,0.0925790087759683,0.115373332901547,0,0.125030862566771,0.0239571309234694,0.00157421299455945,0.0426512246405844,0,0.0756778742818005,0,0.0239774712979245,0.0763412011696127,0.0470147385837533,0.25735914685644,0,0,0,0.00420009132148455,0,0.000126633887783282,0,0.326836428714502,0.949021518415363
"TCGA-D3-A1Q8-06A-11R-A18T-07",0.0740048087536288,0,0.088391671566149,0,0,0.25039739711623,0,0,0.0120789341562536,0,0.044935630374048,0.0422801777204237,0.0720997629025637,0,0.0193709327233936,0.242673914856631,0.0263666520887672,0,0.127400117741911,0,0,0,0.01,0.275308827984812,0.966617618640812
"TCGA-BF-AAP0-06A-11R-A39D-07",0.0977974289425153,0,0.0490715114345345,0.271599160842657,0,0,0.0136959357397393,0.0669745102256389,0.0874056546234041,0,0.00331847101181586,0.0460162255261877,0.00284578620990497,0.0650803689496283,0.131967833593472,0.0694104511629221,0.0382630811857223,0,0.0556357498737392,0,0.000917830678117694,0,0.02,0.253205923670552,0.990181687182945
"TCGA-FS-A1Z7-06A-11R-A18T-07",0,0.00938831701679321,0.00396223103105671,0,0,0.0527475754899669,0,0.00937317409108216,0.0441921128735733,0.00829841373071462,0.0972544584470595,0,0,0.65301417391184,0,0.116470616999386,0,0,0,0.00529892640852823,0,0,0,0.429565409854747,0.940746204033977
"TCGA-ER-A19D-06A-11R-A18S-07",0.0919694998764819,0,0.0360263509158351,0.0941237956034753,0,0.143493005363688,0,0.00451532814956831,0.0446799447229171,0,0.062645310243695,0,0.0378825018141666,0.152109977035276,0.0339834779361784,0.298570808338718,0,0,0,0,0,0,0.02,0.244802036686322,0.987280763347829
"TCGA-FS-A1ZF-06A-12R-A18S-07",0.0433462575312354,0,0,0,0.0221837852490886,0,0,0.00939776956671889,0.0847209856281851,0.0239588576874327,0.0579818614069054,0,0,0.524923381815072,0.0451081771789631,0.183206894604189,0,0,0,0,0.00517202933220989,0,0,0.361322414135782,0.965219266812467
"TCGA-D3-A3C8-06A-12R-A18S-07",0.0187963016251009,0,0.0180662938086837,0.343171561209401,0,0.0811185600073707,0.0908445330309346,0.0668020838085574,0.0780144040138119,0,0.0763673120194887,0,0.0240581567384403,0,0.0839097832330942,0.09068267327251,0.020820895757006,0,0.00734744147560012,0,0,0,0,0.338905107681909,0.959874149051221
"TCGA-D3-A3MU-06A-11R-A21D-07",0.0704060868183265,0,0.0695164608672337,0.08633430618165,0,0.12173672068038,0,0.0384680224810968,0.061997982777699,0,0.040396483585581,0,0.0307563599689956,0.348800704275875,0.0590409716768882,0.0713435512620303,0,0,0.00120234942424397,0,0,0,0,0.387295435090058,0.925273312243578
"TCGA-EE-A2MR-06A-11R-A18S-07",0.141675965339398,0.0407620651630831,0.00193923766741717,0.188777155519848,0,0.166255572048273,0.0166050912748233,0.0112861735607787,0.0106379514353444,0,0.0606512948085845,0,0.0175613161967032,0.10104555965933,0.0515383275143718,0.191264289812046,0,0,0,0,0,0,0,0.45417803876024,0.889818765401339
"TCGA-ER-A2NF-06A-11R-A18T-07",0,0,0.335680497515191,0.0608032528844006,0,0,0.0032709365518671,0.080767475236893,0.115323934727961,0,0.0336182209902606,0,0.0535617998779988,0.130456406649816,0.0214541847942471,0.0169822450032614,0.0139850649269489,0,0.134095980841154,0,0,0,0,0.55575385750417,0.831944089890761
"TCGA-XV-AB01-06A-12R-A40A-07",0.0977331192715106,0,0.144917916989545,0.245932230179352,0,0.0458693793251128,0,0,0.183467332481144,0,0.0166143175428675,0.0395391845563749,0.037175926752236,0,0.0417137487027331,0.128770889167447,0.0173037436699233,0,0,0,0,0.000962211361752706,0,0.325066056336381,0.959969210289736
"TCGA-D3-A8GB-06A-11R-A37K-07",0.119740986454512,0,0.0509291273286564,0.282528950969456,0,0.0464464522715148,0,0.0311255992305307,0.122299359519981,0,0.0714177675978321,0.0133880576202675,0.0190964398315723,0.0100662475720184,0.1131262236765,0.106929809869273,0,0,0.0129049780578869,0,0,0,0.03,0.238394044268353,1.00646582434544
"TCGA-ER-A19W-06A-41R-A239-07",0.0145671677775653,0,0.00788195434822356,0.284794604589883,0,0.0790852148058647,0.0571625824446683,0.04193749184429,0.0421702584279641,0,0.0950866414512787,0,0.0979782766795658,0.0615546114845622,0.0892752266750385,0.0792602877248232,0.0243826353868988,0,0.0248630463593742,0,0,0,0.03,0.242305018020678,0.995807516989841
"TCGA-EE-A181-06A-11R-A18S-07",0.0592173287477755,0,0.146791215821365,0.17020530658472,0,0.105698249472919,0.00911651041849887,0.033156013995159,0.0744837991157349,0,0.078961358455082,0,0.0309324224304628,0.127301026397178,0.0650251736628061,0.0904341482538279,0,0,0,0.00867744664447189,0,0,0,0.378714934625585,0.927430209808696
"TCGA-D3-A51N-06A-11R-A266-07",0.00385264359079408,0.0384570186540431,0.107013577372796,0.0725003800308604,0,0.0481658216844904,0.00745340647395451,0.029833473533437,0.0307312841206893,0,0.0269995424957798,0,0.0227055635848075,0.269410880956017,0.116591030475048,0.194815440308574,0,0,0,0.0314699367187085,0,0,0.03,0.241311397258205,0.997151531367056
"TCGA-D3-A2JN-06A-11R-A18S-07",0,0.16575014652492,0.166264668079002,0.0637723383839761,0,0.0342418056212116,0,0.0395776594092293,0.0387542710345094,0,0,0.102181357696384,0,0.11028383675069,0.0966180162136852,0,0.0318110321836642,0,0.130427604742348,0,0.0203172633603809,0,0,0.460724532460353,0.886440295105284
"TCGA-EE-A2GC-06A-11R-A18T-07",0.0644579825281512,0,0.125319005570125,0.228051449624287,0,0.116194465426289,0.0229947555904916,0.0298963633991855,0.0293094346680116,0,0.0541119914787484,0,0.0226486602875563,0,0.0802263347073054,0.153059582501652,0.0101304932762183,0,0.0267095363704937,0,0.0368899445714847,0,0.01,0.288240661883627,0.969049574645123
"TCGA-EE-A3JH-06A-11R-A21D-07",0.0345223726881638,0,0.100086436675561,0.181157205687386,0,0.0660951182043083,0.0182521829530853,0,0.103871559389184,0,0.0517638241618768,0.00183803763256759,0.0477623398091114,0.175557387436365,0.0804949374678098,0.0779458934318462,0.0273699240427057,0,0.0332827804200296,0,0,0,0.03,0.225463021018951,0.993184056596945
"TCGA-D3-A2JA-06A-11R-A18T-07",0.00202619447537781,0.00162820066703025,0.00614713755541163,0,0,0.149644588932591,0,0.00836845385805571,0.0093581309433856,0,0.0637447712590088,0,0,0.358576973131183,0.0418471471193732,0.343296278372505,0,0,0,0.0153621236860786,0,0,0,0.707268015130006,0.72138923464101
"TCGA-D3-A8GM-06A-11R-A37K-07",0.117635443136207,0,0.0674322351347944,0.107744368530939,0,0.142153156291218,0.00740774940472984,0.0342742398676684,0.0492638693258073,0,0.0779578156912915,0,0.0131699565700631,0.149717018240919,0.0760989556547942,0.157145192151568,0,0,0,0,0,0,0.03,0.225114284737617,0.996104761401777
"TCGA-EB-A5SG-06A-11R-A311-07",0.0519279460040045,0,0.117081585150912,0.322893755846655,0,0.0349398789995514,0.0293070053635868,0.045940693636775,0.0669746586282669,0,0.10566327744998,0.00390079816933398,0.0301639478216745,0.0424388056745343,0.0523236399097216,0.0922371362630764,0.00420687108192797,0,0,0,0,0,0.02,0.25949897407736,0.994353742227942
"TCGA-EE-A2MS-06A-11R-A18S-07",0.103815566943823,0,0.146964114511765,0.247197341547452,0,0.0830403197450163,0,0.0150768525111704,0.0503786147880494,0,0.026536140842604,0.00886179556112554,0.0165941638112327,0,0.0280688337981232,0.270489671823481,0,0,0,0,0,0.00297658411615711,0,0.334128227269128,0.950669064576798
"TCGA-D9-A3Z1-06A-11R-A239-07",0.0121851502473745,0,0.175768724620831,0.228976427451766,0,0.0725433350773407,0.0295663626859804,0.041609181260661,0.035321578157546,0,0.0975914462605362,0,0.0124652700846417,0.00728865969125058,0.0387368195907548,0.22222328437574,0.025723760495577,0,0,0,0,0,0,0.337408620857051,0.947969771981779
"TCGA-RP-A693-06A-13R-A311-07",0.0320564879344966,0.000461697655302051,0.136172714109972,0.175775792730522,0,0.0344563960429642,0,0.0409175323693036,0.0243302947011478,0,0.0648692207334565,0,0.0269114067505465,0.0866958423047268,0.0378898347557569,0.332331307054663,0,0,0,0.00374811193329197,0,0.00338336092385011,0.01,0.27576214642985,0.97341786782969
"TCGA-GN-A8LL-06A-21R-A37K-07",0.0934003604712514,0,0.314522113509492,0.15471400994225,0,0.0771840237390115,0,0.0196259112966732,0.0808628049360585,0,0.0294885827986315,0,0.00692655931542802,0.187436705098571,0.000748565155046414,0.0258809208362265,0,0,0,0.00920944290135969,0,0,0.01,0.291523934508691,0.995194765670375
"TCGA-EE-A2MT-06A-11R-A18S-07",0.083370811279906,0,0.257603866577786,0.196924579687861,0,0,0.0290909233652805,0.0318470343022255,0.0750329416588782,0,0.0148595911512517,0.0331934013992697,0.0435110777409301,0.0665080103590297,0.0071125996970195,0.104097795198183,0.00963982890772017,0.0472075386746586,0,0,0,0,0,0.439712171919653,0.899006529701987
"TCGA-D3-A8GN-06A-11R-A37K-07",0.0707705172717819,0,0.333277685819436,0.21615955199004,0,0.0501029544086606,0.00516174591629724,0.0237420308382447,0.0868289740361412,0,0.0552602426634202,0,0.0183898342565653,0.047806444543455,0.0178075805758712,0.043863585306423,0,0.0121754431786357,0,0.0128904914138699,0,0.00576291778115819,0,0.475431532308821,0.884968056024065
"TCGA-DA-A1IB-06A-11R-A18S-07",0.107048665608071,0.0873227671213161,0.0681210695909649,0.132701546437563,0,0.114392682873588,0.0255311484954979,0.0323925036792946,0.0375477221187589,0,0.0924236685278476,0,0,0.154981761996912,0.0618029984299309,0.0660321245844419,0.00653303198566571,0,0,0,0.0131683085501482,0,0,0.365287586114713,0.934142506459347
"TCGA-ER-A19M-06A-61R-A239-07",0,0.00870113915030267,0.001847777200913,0.311250308448791,0,0.00800620428872316,0.00519432159438223,0.00163569238348759,0.0149096496897436,0,0,0.0519774315258575,0.0364433196564156,0.198337164905568,0.152441105148156,0.110077933689839,0.00526210414296192,0,0.0618387599026734,0,0.0320770882721864,0,0.04,0.211182416062615,1.0143898955562
"TCGA-EE-A2M7-06A-11R-A18U-07",0.167888385094347,0.128570617590605,0.0110360969203262,0.11691155855324,0.0584031604254164,0.126965958674777,0.0295749659189854,0,0.0667796563143131,0,0.133936885412674,0,0.0561082457932756,0.0374145178565687,0.0188815184970134,0.0431685633820526,0,0,0,0.00435986956640595,0,0,0.02,0.246593397409771,1.00214969017175
"TCGA-FR-A8YE-06A-11R-A37K-07",0.179100248427866,0.0745410222674165,0,0.0445908504682993,0.0571150079234186,0.254753674993238,0.0165673218625209,0,0.0195044282058599,0,0.109142602613979,0,0.0148454197735549,0.0294912806846874,0.0145640154778866,0.146689012987483,0,0.0194229483596443,0,0.0178038719722582,0,0.00186829398188784,0,0.437745099486512,0.898511809292064
"TCGA-DA-A3F2-06A-11R-A20F-07",0.0213175811397983,0.0018397667163536,0.0713138553991699,0.266271662051886,0,0,0,0.0244263751046297,0.113848426912189,0,0.111068360185087,0,0,0.221308823361392,0.0127568282915158,0.143758137050546,0,0,0,0.0120901837874326,0,0,0.04,0.213472896624094,1.01221620285434
